lease_id,property_id,market,property_class,unit_type,unit_sqft,tenure_months,lease_start_date,current_rent,market_rent,rent_increase_offered_pct,concession_months,maintenance_requests_count,maintenance_avg_response_days,feedback_theme,feedback_sentiment,feedback_text,renewed,occupancy_pct,same_property_noi_growth_pct,renewal_probability,renewal_risk_tier
L00132,PR004,Tampa,B,2BR,1116.0,7.0,2025-06-01,1497.0,1607.0,7.36,0,2,1.44,Safety,negative,Parking area doesn't feel very secure at night.,0,95.0,0.61,0.4162,Uncertain
L00133,PR004,Tampa,B,Studio,534.0,5.3,2025-07-26,759.0,804.0,5.95,0,1,1.66,Noise,negative,Noise from neighboring units is a constant issue.,1,95.0,0.61,0.4394,Uncertain
L00134,PR004,Tampa,B,1BR,762.0,2.2,2025-10-26,1002.0,1082.0,7.96,0,1,2.62,Amenities,negative,Pool area feels outdated and underused.,0,95.0,0.61,0.3957,High Renewal Risk
L00135,PR004,Tampa,B,Studio,463.0,9.4,2025-03-23,600.0,620.0,3.32,1,1,2.59,Noise,positive,"Building is quiet, never had a noise complaint.",1,95.0,0.61,0.6074,Likely to Renew
L00136,PR004,Tampa,B,1BR,686.0,2.0,2025-11-03,999.0,958.0,-4.09,0,2,1.49,Lighting,negative,Common area lighting could be improved.,1,95.0,0.61,0.6174,Likely to Renew
L00137,PR004,Tampa,B,1BR,807.0,25.3,2023-11-25,1176.0,1249.0,6.24,0,2,1.73,Cleanliness,negative,Common areas are not kept clean.,1,95.0,0.61,0.4615,Uncertain
L00138,PR004,Tampa,B,1BR,814.0,6.5,2025-06-19,1072.0,1075.0,0.22,0,0,0.84,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,95.0,0.61,0.6508,Likely to Renew
L00139,PR004,Tampa,B,1BR,746.0,6.6,2025-06-16,1127.0,1110.0,-1.51,0,1,1.22,Safety,negative,"Front gate has been broken, security is a concern.",1,95.0,0.61,0.6532,Likely to Renew
L00140,PR004,Tampa,B,2BR,1155.0,9.0,2025-04-03,1555.0,1667.0,7.18,2,2,2.65,Cleanliness,positive,Property is always clean and well-maintained.,1,95.0,0.61,0.4662,Uncertain
L00141,PR004,Tampa,B,Studio,493.0,8.2,2025-04-27,679.0,697.0,2.6,0,1,1.08,Maintenance,negative,Maintenance request took 1 days to get resolved.,1,95.0,0.61,0.6647,Likely to Renew
L00142,PR004,Tampa,B,2BR,1037.0,73.8,2019-11-11,1414.0,1543.0,9.14,0,1,1.86,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0,95.0,0.61,0.3697,High Renewal Risk
L00143,PR004,Tampa,B,3BR,1276.0,11.0,2025-01-31,1802.0,1803.0,0.06,0,0,0.2,Cleanliness,positive,Property is always clean and well-maintained.,0,95.0,0.61,0.6603,Likely to Renew
L00144,PR004,Tampa,B,1BR,718.0,1.3,2025-11-23,1000.0,1016.0,1.65,0,2,0.2,Amenities,negative,Pool area feels outdated and underused.,1,95.0,0.61,0.6601,Likely to Renew
L00145,PR004,Tampa,B,1BR,777.0,13.1,2024-11-30,1081.0,1187.0,9.75,0,1,1.02,Safety,negative,"Front gate has been broken, security is a concern.",0,95.0,0.61,0.3713,High Renewal Risk
L00146,PR004,Tampa,B,1BR,718.0,2.3,2025-10-24,923.0,973.0,5.4,2,1,0.85,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0,95.0,0.61,0.4995,Uncertain
L00147,PR004,Tampa,B,Studio,578.0,1.0,2025-12-02,712.0,688.0,-3.39,1,4,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1,95.0,0.61,0.7003,Likely to Renew
L00148,PR004,Tampa,B,1BR,767.0,49.4,2021-11-20,1123.0,1183.0,5.29,0,1,3.11,Amenities,negative,Pool area feels outdated and underused.,1,95.0,0.61,0.4811,Uncertain
L00149,PR004,Tampa,B,2BR,1139.0,20.8,2024-04-09,1509.0,1681.0,11.41,2,1,0.88,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,95.0,0.61,0.3851,High Renewal Risk
L00150,PR005,Phoenix,B,Studio,492.0,11.1,2025-01-30,766.0,782.0,2.0,0,1,1.77,Cleanliness,positive,Property is always clean and well-maintained.,0,85.2,-2.85,0.6514,Likely to Renew
L00151,PR005,Phoenix,B,2BR,1119.0,10.6,2025-02-12,1733.0,1828.0,5.5,0,0,0.52,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1,85.2,-2.85,0.6208,Likely to Renew
L00152,PR005,Phoenix,B,1BR,786.0,12.5,2024-12-18,1261.0,1342.0,6.43,0,0,0.2,Maintenance,positive,Quick turnaround on my maintenance request.,1,85.2,-2.85,0.6282,Likely to Renew
L00153,PR005,Phoenix,B,1BR,705.0,1.0,2025-12-02,1099.0,1211.0,10.24,0,0,0.59,Noise,positive,"Building is quiet, never had a noise complaint.",1,85.2,-2.85,0.455,Uncertain
L00154,PR005,Phoenix,B,2BR,1070.0,6.3,2025-06-24,1829.0,1908.0,4.27,0,0,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1,85.2,-2.85,0.6622,Likely to Renew
L00155,PR005,Phoenix,B,1BR,740.0,18.0,2024-07-04,1158.0,1374.0,18.62,1,1,2.13,Amenities,negative,Gym equipment has been broken for months.,1,85.2,-2.85,0.4514,Uncertain
L00156,PR005,Phoenix,B,Studio,526.0,3.1,2025-09-28,802.0,846.0,5.53,1,0,0.54,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,85.2,-2.85,0.5913,Uncertain
L00157,PR005,Phoenix,B,2BR,1069.0,3.2,2025-09-27,1768.0,2002.0,13.21,0,0,1.22,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,85.2,-2.85,0.4606,Uncertain
L00158,PR005,Phoenix,B,Studio,518.0,1.0,2025-12-02,784.0,724.0,-5.0,0,2,2.53,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,85.2,-2.85,0.755,Likely to Renew
L00159,PR005,Phoenix,B,2BR,1115.0,8.1,2025-05-02,1631.0,1806.0,10.75,1,0,0.2,Safety,negative,"Front gate has been broken, security is a concern.",0,85.2,-2.85,0.4772,Uncertain
L00160,PR005,Phoenix,B,2BR,1020.0,30.0,2023-07-04,1686.0,1738.0,3.1,2,2,0.86,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,85.2,-2.85,0.5538,Uncertain
L00161,PR005,Phoenix,B,1BR,778.0,1.0,2025-12-02,1141.0,1076.0,-5.0,0,1,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,85.2,-2.85,0.7591,Likely to Renew
L00162,PR005,Phoenix,B,2BR,1142.0,3.0,2025-10-03,1959.0,2079.0,6.1,2,2,0.77,Amenities,positive,Amenity spaces are a great value for the rent.,0,85.2,-2.85,0.5467,Uncertain
L00163,PR005,Phoenix,B,1BR,811.0,5.2,2025-07-28,1219.0,1249.0,2.49,0,0,2.19,Lighting,negative,Parking lot lighting is poor at night.,0,85.2,-2.85,0.6425,Likely to Renew
L00164,PR005,Phoenix,B,1BR,670.0,18.4,2024-06-21,951.0,1016.0,6.9,1,1,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,85.2,-2.85,0.5797,Uncertain
L00165,PR005,Phoenix,B,Studio,515.0,14.3,2024-10-23,830.0,905.0,9.06,0,0,0.2,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,85.2,-2.85,0.5385,Uncertain
L00166,PR005,Phoenix,B,1BR,676.0,7.5,2025-05-18,1119.0,1080.0,-3.45,0,1,0.33,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,85.2,-2.85,0.7559,Likely to Renew
L00167,PR005,Phoenix,B,3BR,1186.0,19.9,2024-05-06,2002.0,2183.0,9.07,2,0,2.47,Management Responsiveness,negative,Hard to get a response from the leasing office.,0,85.2,-2.85,0.3661,High Renewal Risk
L00168,PR005,Phoenix,B,1BR,755.0,13.2,2024-11-27,1252.0,1302.0,4.03,0,0,1.19,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,85.2,-2.85,0.5985,Uncertain
L00169,PR006,Nashville,C,2BR,1083.0,8.3,2025-04-25,1166.0,1160.0,-0.49,0,1,1.54,Noise,negative,Thin walls make it hard to get any quiet.,0,89.5,2.12,0.5747,Uncertain
L00170,PR006,Nashville,C,3BR,1359.0,22.9,2024-02-04,1709.0,1720.0,0.63,2,1,2.11,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,89.5,2.12,0.6846,Likely to Renew
L00171,PR006,Nashville,C,2BR,1096.0,1.0,2025-12-02,1467.0,1523.0,3.87,0,2,1.57,Lighting,negative,Parking lot lighting is poor at night.,0,89.5,2.12,0.4864,Uncertain
L00172,PR006,Nashville,C,Studio,540.0,36.2,2022-12-29,713.0,721.0,1.06,1,1,0.2,Lighting,negative,Common area lighting could be improved.,1,89.5,2.12,0.7079,Likely to Renew
L00173,PR006,Nashville,C,2BR,1080.0,8.2,2025-04-27,1515.0,1619.0,6.86,2,1,1.18,Lighting,negative,Common area lighting could be improved.,1,89.5,2.12,0.5053,Uncertain
L00174,PR006,Nashville,C,1BR,763.0,11.3,2025-01-23,994.0,997.0,0.26,0,2,2.42,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,89.5,2.12,0.6363,Likely to Renew
L00175,PR006,Nashville,C,2BR,1078.0,4.1,2025-08-29,1421.0,1489.0,4.77,1,0,2.64,Noise,positive,"Building is quiet, never had a noise complaint.",1,89.5,2.12,0.5219,Uncertain
L00176,PR006,Nashville,C,2BR,1025.0,19.0,2024-06-03,1176.0,1293.0,9.9,0,2,0.45,Lighting,negative,Common area lighting could be improved.,0,89.5,2.12,0.364,High Renewal Risk
L00177,PR006,Nashville,C,2BR,1082.0,1.1,2025-11-29,1313.0,1363.0,3.82,1,2,1.72,Lighting,negative,Parking lot lighting is poor at night.,1,89.5,2.12,0.5216,Uncertain
L00178,PR006,Nashville,C,1BR,778.0,28.8,2023-08-08,896.0,948.0,5.78,2,4,2.16,Cleanliness,negative,Hallways and trash areas need more attention.,1,89.5,2.12,0.5183,Uncertain
L00179,PR006,Nashville,C,1BR,792.0,24.7,2023-12-14,1056.0,1114.0,5.46,0,0,0.2,Amenities,positive,"Love the amenities, especially the fitness center.",1,89.5,2.12,0.6794,Likely to Renew
L00180,PR006,Nashville,C,1BR,770.0,3.4,2025-09-20,1014.0,1055.0,4.04,0,1,0.25,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,89.5,2.12,0.5683,Uncertain
L00181,PR006,Nashville,C,2BR,1152.0,23.2,2024-01-27,1514.0,1570.0,3.66,0,1,2.99,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,89.5,2.12,0.5795,Uncertain
L00182,PR006,Nashville,C,1BR,766.0,21.6,2024-03-16,936.0,946.0,1.14,2,3,0.47,Safety,negative,Parking area doesn't feel very secure at night.,1,89.5,2.12,0.6586,Likely to Renew
L00183,PR006,Nashville,C,1BR,782.0,14.0,2024-11-02,950.0,996.0,4.76,0,1,0.2,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,89.5,2.12,0.6416,Likely to Renew
L00184,PR006,Nashville,C,2BR,1131.0,6.5,2025-06-16,1477.0,1515.0,2.58,1,1,0.65,Noise,negative,Noise from neighboring units is a constant issue.,0,89.5,2.12,0.5811,Uncertain
L00185,PR006,Nashville,C,2BR,1068.0,4.4,2025-08-20,1322.0,1477.0,11.73,0,1,1.89,Management Responsiveness,negative,Hard to get a response from the leasing office.,0,89.5,2.12,0.3048,High Renewal Risk
L00186,PR006,Nashville,C,1BR,777.0,3.7,2025-09-11,941.0,1017.0,8.06,2,0,0.77,Cleanliness,positive,Property is always clean and well-maintained.,1,89.5,2.12,0.4308,Uncertain
L00187,PR006,Nashville,C,2BR,1029.0,5.4,2025-07-22,1287.0,1245.0,-3.26,2,4,1.48,Amenities,negative,Pool area feels outdated and underused.,1,89.5,2.12,0.6117,Likely to Renew
L00188,PR006,Nashville,C,1BR,763.0,32.7,2023-04-12,945.0,917.0,-2.99,0,4,1.7,Amenities,positive,Amenity spaces are a great value for the rent.,0,89.5,2.12,0.5301,Uncertain
L00189,PR006,Nashville,C,1BR,772.0,1.1,2025-11-28,944.0,975.0,3.35,1,1,0.41,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,89.5,2.12,0.5552,Uncertain
L00190,PR006,Nashville,C,Studio,547.0,24.7,2023-12-12,654.0,667.0,2.02,0,0,0.25,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,89.5,2.12,0.7232,Likely to Renew
L00191,PR006,Nashville,C,1BR,781.0,6.0,2025-07-03,1034.0,1066.0,3.08,2,0,0.92,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1,89.5,2.12,0.612,Likely to Renew
L00192,PR006,Nashville,C,1BR,790.0,10.3,2025-02-22,1114.0,1195.0,7.26,2,3,0.94,Maintenance,positive,Quick turnaround on my maintenance request.,1,89.5,2.12,0.5021,Uncertain
L00193,PR006,Nashville,C,2BR,1075.0,22.2,2024-02-28,1383.0,1460.0,5.58,0,0,0.82,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,89.5,2.12,0.5917,Uncertain
L00194,PR006,Nashville,C,Studio,511.0,30.2,2023-06-28,668.0,705.0,5.53,0,0,0.86,Lighting,negative,Parking lot lighting is poor at night.,1,89.5,2.12,0.6288,Likely to Renew
L00195,PR006,Nashville,C,1BR,740.0,5.9,2025-07-06,985.0,1096.0,11.23,0,0,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",0,89.5,2.12,0.3846,High Renewal Risk
L00196,PR006,Nashville,C,3BR,1368.0,8.7,2025-04-13,1803.0,1750.0,-2.94,2,0,1.52,Noise,positive,"Building is quiet, never had a noise complaint.",1,89.5,2.12,0.6277,Likely to Renew
L00197,PR006,Nashville,C,Studio,473.0,7.5,2025-05-19,579.0,605.0,4.52,0,0,1.37,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,0,89.5,2.12,0.4916,Uncertain
L00198,PR006,Nashville,C,1BR,800.0,1.0,2025-12-02,1138.0,1151.0,1.1,0,2,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,89.5,2.12,0.6167,Likely to Renew
L00199,PR006,Nashville,C,2BR,1082.0,4.9,2025-08-05,1333.0,1482.0,11.18,1,0,0.38,Noise,negative,Thin walls make it hard to get any quiet.,1,89.5,2.12,0.3714,High Renewal Risk
L00200,PR006,Nashville,C,3BR,1322.0,8.6,2025-04-15,1772.0,1647.0,-5.0,0,1,0.86,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,89.5,2.12,0.716,Likely to Renew
L00201,PR006,Nashville,C,2BR,943.0,7.4,2025-05-21,1256.0,1170.0,-5.0,1,1,0.23,Noise,negative,Noise from neighboring units is a constant issue.,0,89.5,2.12,0.6882,Likely to Renew
L00202,PR006,Nashville,C,2BR,1078.0,17.9,2024-07-06,1227.0,1295.0,5.52,0,1,1.4,Maintenance,positive,Quick turnaround on my maintenance request.,1,89.5,2.12,0.5612,Uncertain
L00203,PR006,Nashville,C,2BR,1069.0,6.8,2025-06-09,1350.0,1480.0,9.63,0,0,0.7,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0,89.5,2.12,0.3459,High Renewal Risk
L00204,PR007,Denver,A,1BR,772.0,24.6,2023-12-15,1324.0,1386.0,4.65,0,0,0.2,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,97.0,0.45,0.6344,Likely to Renew
L00205,PR007,Denver,A,1BR,709.0,2.6,2025-10-14,1177.0,1206.0,2.49,1,0,1.76,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,97.0,0.45,0.5938,Uncertain
L00206,PR007,Denver,A,2BR,1130.0,1.0,2025-12-02,2084.0,2009.0,-3.6,0,0,0.2,Noise,negative,Thin walls make it hard to get any quiet.,1,97.0,0.45,0.6401,Likely to Renew
L00207,PR007,Denver,A,1BR,731.0,3.2,2025-09-26,1324.0,1362.0,2.83,0,0,1.9,Safety,negative,Parking area doesn't feel very secure at night.,1,97.0,0.45,0.5701,Uncertain
L00208,PR007,Denver,A,Studio,507.0,5.8,2025-07-08,946.0,917.0,-3.08,0,1,0.2,Lighting,negative,Parking lot lighting is poor at night.,0,97.0,0.45,0.6462,Likely to Renew
L00209,PR007,Denver,A,2BR,1035.0,10.0,2025-03-03,1690.0,1813.0,7.27,0,2,3.37,Amenities,positive,"Love the amenities, especially the fitness center.",1,97.0,0.45,0.4774,Uncertain
L00210,PR007,Denver,A,2BR,978.0,13.4,2024-11-21,1628.0,1541.0,-5.0,1,0,2.24,Safety,negative,Parking area doesn't feel very secure at night.,1,97.0,0.45,0.6864,Likely to Renew
L00211,PR007,Denver,A,2BR,1092.0,33.8,2023-03-11,2090.0,2281.0,9.14,1,1,0.38,Amenities,positive,Amenity spaces are a great value for the rent.,0,97.0,0.45,0.4584,Uncertain
L00212,PR007,Denver,A,1BR,814.0,10.0,2025-03-04,1486.0,1578.0,6.15,0,0,1.32,Amenities,negative,Pool area feels outdated and underused.,0,97.0,0.45,0.4167,Uncertain
L00213,PR007,Denver,A,2BR,1077.0,9.7,2025-03-11,1989.0,2111.0,6.17,0,2,0.2,Safety,negative,"Front gate has been broken, security is a concern.",0,97.0,0.45,0.4726,Uncertain
L00214,PR007,Denver,A,1BR,681.0,1.0,2025-12-02,1148.0,1070.0,-5.0,1,0,1.0,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,97.0,0.45,0.6742,Likely to Renew
L00215,PR007,Denver,A,1BR,779.0,1.0,2025-12-02,1313.0,1344.0,2.36,2,1,0.76,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,97.0,0.45,0.631,Likely to Renew
L00216,PR007,Denver,A,2BR,992.0,11.2,2025-01-26,1882.0,2066.0,9.77,2,1,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1,97.0,0.45,0.4547,Uncertain
L00217,PR007,Denver,A,1BR,705.0,8.1,2025-05-01,1340.0,1359.0,1.41,0,3,0.47,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1,97.0,0.45,0.7135,Likely to Renew
L00218,PR007,Denver,A,1BR,741.0,25.6,2023-11-16,1240.0,1223.0,-1.39,0,1,0.37,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1,97.0,0.45,0.7057,Likely to Renew
L00219,PR007,Denver,A,Studio,523.0,2.5,2025-10-19,865.0,872.0,0.82,0,0,0.2,Safety,negative,"Front gate has been broken, security is a concern.",1,97.0,0.45,0.6571,Likely to Renew
L00220,PR007,Denver,A,2BR,1026.0,1.0,2025-12-02,1824.0,1890.0,3.66,0,0,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",0,97.0,0.45,0.4238,Uncertain
L00221,PR007,Denver,A,2BR,1065.0,8.3,2025-04-23,1815.0,1810.0,-0.26,0,2,0.2,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,97.0,0.45,0.6616,Likely to Renew
L00222,PR007,Denver,A,2BR,1119.0,3.8,2025-09-08,1904.0,2097.0,10.17,1,0,1.8,Noise,negative,Noise from neighboring units is a constant issue.,0,97.0,0.45,0.3587,High Renewal Risk
L00223,PR007,Denver,A,2BR,1126.0,1.0,2025-12-02,1864.0,1933.0,3.68,2,1,0.2,Noise,negative,Noise from neighboring units is a constant issue.,0,97.0,0.45,0.4082,Uncertain
L00224,PR007,Denver,A,1BR,797.0,18.1,2024-07-02,1386.0,1403.0,1.22,0,3,0.2,Amenities,positive,Amenity spaces are a great value for the rent.,1,97.0,0.45,0.7327,Likely to Renew
L00225,PR007,Denver,A,1BR,822.0,1.7,2025-11-12,1369.0,1334.0,-2.51,2,1,1.78,Management Responsiveness,positive,Management team is responsive and easy to work with.,1,97.0,0.45,0.5874,Uncertain
L00226,PR007,Denver,A,1BR,780.0,13.1,2024-11-29,1305.0,1389.0,6.42,1,0,1.31,Management Responsiveness,negative,Hard to get a response from the leasing office.,1,97.0,0.45,0.4429,Uncertain
L00227,PR007,Denver,A,Studio,514.0,4.6,2025-08-14,937.0,996.0,6.31,0,0,1.75,Amenities,positive,"Love the amenities, especially the fitness center.",1,97.0,0.45,0.394,High Renewal Risk
L00228,PR007,Denver,A,1BR,782.0,2.7,2025-10-12,1396.0,1396.0,0.04,1,0,1.86,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,97.0,0.45,0.6282,Likely to Renew
L00229,PR007,Denver,A,3BR,1382.0,6.7,2025-06-12,2545.0,2362.0,-5.0,1,2,2.88,Amenities,positive,"Love the amenities, especially the fitness center.",1,97.0,0.45,0.7565,Likely to Renew
L00230,PR007,Denver,A,Studio,533.0,22.6,2024-02-13,860.0,912.0,6.05,2,2,0.79,Management Responsiveness,negative,Hard to get a response from the leasing office.,0,97.0,0.45,0.468,Uncertain
L00231,PR007,Denver,A,1BR,757.0,7.0,2025-06-04,1355.0,1397.0,3.07,0,1,0.2,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1,97.0,0.45,0.6583,Likely to Renew
L00232,PR007,Denver,A,1BR,716.0,19.5,2024-05-20,1441.0,1523.0,5.68,1,3,1.21,Lighting,negative,Parking lot lighting is poor at night.,1,97.0,0.45,0.5266,Uncertain
L00233,PR007,Denver,A,1BR,711.0,1.9,2025-11-05,1245.0,1417.0,13.79,2,1,0.27,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,97.0,0.45,0.4417,Uncertain
L00234,PR007,Denver,A,3BR,1343.0,20.7,2024-04-11,2524.0,2621.0,3.87,0,0,0.2,Amenities,positive,Amenity spaces are a great value for the rent.,1,97.0,0.45,0.63,Likely to Renew
L00235,PR007,Denver,A,1BR,756.0,3.8,2025-09-08,1419.0,1439.0,1.43,0,1,1.04,Maintenance,positive,Quick turnaround on my maintenance request.,1,97.0,0.45,0.6299,Likely to Renew
L00236,PR007,Denver,A,1BR,725.0,15.8,2024-09-07,1364.0,1341.0,-1.74,0,0,1.81,Maintenance,positive,Quick turnaround on my maintenance request.,1,97.0,0.45,0.66,Likely to Renew
L00237,PR007,Denver,A,2BR,1103.0,11.7,2025-01-11,1994.0,2042.0,2.44,0,2,0.2,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,97.0,0.45,0.6397,Likely to Renew
L00238,PR007,Denver,A,1BR,828.0,37.1,2022-12-02,1533.0,1606.0,4.8,2,0,2.22,Amenities,negative,Gym equipment has been broken for months.,0,97.0,0.45,0.4542,Uncertain
L00239,PR007,Denver,A,1BR,685.0,6.9,2025-06-07,1277.0,1331.0,4.27,0,0,0.2,Amenities,positive,Amenity spaces are a great value for the rent.,1,97.0,0.45,0.6134,Likely to Renew
L00240,PR007,Denver,A,1BR,772.0,1.0,2025-12-02,1434.0,1615.0,12.62,1,0,0.7,Noise,positive,"Building is quiet, never had a noise complaint.",1,97.0,0.45,0.4361,Uncertain
L00241,PR007,Denver,A,2BR,1076.0,1.0,2025-12-02,1798.0,1914.0,6.5,0,0,1.33,Management Responsiveness,positive,Management team is responsive and easy to work with.,0,97.0,0.45,0.3703,High Renewal Risk
L00242,PR007,Denver,A,3BR,1380.0,24.6,2023-12-17,2218.0,2292.0,3.33,0,1,0.55,Cleanliness,positive,Property is always clean and well-maintained.,1,97.0,0.45,0.6768,Likely to Renew
L00243,PR007,Denver,A,2BR,1057.0,10.4,2025-02-19,1715.0,1723.0,0.47,2,1,0.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1,97.0,0.45,0.6604,Likely to Renew
L00244,PR007,Denver,A,1BR,745.0,20.9,2024-04-06,1311.0,1381.0,5.33,0,4,1.87,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,97.0,0.45,0.4944,Uncertain
L00245,PR008,Denver,B,1BR,766.0,12.2,2024-12-25,1093.0,1175.0,7.48,0,3,2.56,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1,92.6,5.08,0.4517,Uncertain
L00246,PR008,Denver,B,2BR,943.0,18.3,2024-06-23,1570.0,1543.0,-1.71,1,1,2.4,Amenities,positive,Amenity spaces are a great value for the rent.,0,92.6,5.08,0.6299,Likely to Renew
L00247,PR008,Denver,B,1BR,776.0,6.4,2025-06-22,1119.0,1158.0,3.44,0,1,1.11,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1,92.6,5.08,0.6123,Likely to Renew
L00248,PR008,Denver,B,2BR,1087.0,14.3,2024-10-23,1637.0,1636.0,-0.02,0,1,2.22,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1,92.6,5.08,0.6599,Likely to Renew
L00249,PR008,Denver,B,2BR,1068.0,8.8,2025-04-09,1630.0,1663.0,2.06,0,1,3.12,Maintenance,negative,Maintenance request took 3 days to get resolved.,1,92.6,5.08,0.6198,Likely to Renew
